# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
#IDLE
11121	940	94	953	121	0
11111	1	93	14	120	0

#WALKING RIGHT
11222	920	94	935	121	0
11223	902	94	919	121	0

#WALKING LEFT
11212	19	93	34	120	0
11213	37	93	52	120	0

#RUNNING RIGHT
11321	845	94	866	121	0
11322	819	94	840	121	0
11323	793	94	814	121	0

#RUNNING LEFT
11311	91	93	112	120	0
11312	117	93	138	120	0
11313	143	93	164	120	0

#JUMP WALK RIGHT
11417	866	94	883	121	0
11413	73	93	90	120	0

#JUMP RUN RIGHT & LEFT (WHEN FULL POWER)
11427	767	94	786	121	0
11423	169	93	188	120	0

#SIT RIGHT & LEFT 
11521	886	103	901	120	0
11511	55	102	70	119	0

#BRACE RIGHT & LEFT 
11621	744	93	761	120	0
11611	195	92	212	119	0

# GRABBING IDLE LEFT
11700	249	93	264	120	0

# GRABBING WALK LEFT
11701	267	93	282	120	0
11702	285	93	300	120	0

# GRABBING IDLE RIGHT
11710	692	94	707	121	0

# GRABBING WALK	RIGHT
11711	673	94	688	121	0
11712	654	94	669	121	0

# KICKING RIGHT & LEFT
11800	628	94	649	121	0
11801	306	93	327	120	0


#DIE
13001	307	16	326	33	0

############ SMALL ################
 #IDLE
12121	840	17	853	32	0
12111	3	17	16	32	0

#WALK RIGHT
12222	766	16	783	31	0
12223	820	16	835	31	0

#WALK LEFT
12212	73	16	88	31	0
12213	20	16	35	31	0

#RUN RIGHT
12321	766	16	781	31	0
12322	820	16	835	31	0
12323	784	16	799	31	0

#RUN LEFT
12311	73	16	88	31	0
12312	20	16	35	31	0
12313	55	16	70	31	0

#BRACE RIGHT & LEFT
12511	110	16	123	31	0
12521	731	16	744	31	0

#JUMP WALK RIGHT & LEFT 
12413	37	16	52	31	0
12417	802	16	817	31	0

#JUMP RUN RIGHT & LEFT (WHEN FULL POWER)
12423	91	16	106	31	0
12427	748	16	763	31	0

# GRABBING IDLE LEFT
12550	145	16	158	31	0

# GRABBING WALK LEFT
12551	163	16	178	31	0

# GRABBING IDLE RIGHT
12560	696	16	709	31	0

# GRABBING WALK	RIGHT
12561	677	16	692	31	0

# KICKING RIGHT & LEFT
12600	658	16	673	31	0
12601	181	16	196	31	0


############ SPRITE SPECIFICALLY FOR TRANSITION ############
14000	0	0	13	27	1
14001	14	0	27	27	1
14002	28	0	41	27	1
14003	42	0	55	27	1

########## RACCOON ##########
# IDLE - LEFT
15000	1	350	22	377	0

# WALK - LEFT
15100	27	350	48	377	0
15101	53	350	76	377	0

# IDLE - RIGHT
15010	905	349	926	376	0

# WALK - RIGHT
15110	878	349	899	376	0
15111	851	349	874	376	0

# RUN - LEFT
15200	183	350	206	377	0
15201	209	350	232	377	0
15202	235	350	258	377	0

# RUN -	RIGHT
15210	720	349	743	376	0
15211	694	349	717	376	0
15212	668	349	691	376	0

# BRACE - LEFT
15300	339	348	354	377	0

# BRACE - RIGHT
15310	572	348	587	377	0

# SIT - LEFT
15400	79	360	100	377	0

# SIT - RIGHT
15410	826	359	847	376	0

# FLY UP - LEFT
15500	261	350	284	377	0
15501	287	350	310	377	0
15502	313	350	336	377	0

# FLY UP - RIGHT
15510	642	349	665	376	0
15511	616	349	639	376	0
15512	590	349	613	376	0

# JUMP - LEFT
15600	105	350	128	377	0

# JUMP - RIGHT
15610	799	349	822	376	0

# TURNING - FRONT
15700	357	350	372	377	0

# TURNING - BACK
15710	401	350	416	377	0

# FINISH TURN - LEFT
15720	375	350	397	377	0

# FINISH TURN - RIGHT
15730	529	349	551	376	0

# GRABBING IDLE LEFT
15800	1	384	24	411	0

# GRABBING WALK LEFT
15801	27	384	50	411	0
15802	53	384	76	411	0

# GRABBING IDLE RIGHT
15810	905	383	928	410	0

# GRABBING WALK	RIGHT
15811	878	383	901	410	0
15812	851	383	874	410	0

# KICKING RIGHT & LEFT
15900	824	383	847	410	0
15910	81	384	104	411	0

# SLOW FALLING - LEFT
13100	131	350	154	377	0
13101	157	350	180	377	0

# SLOW FALLING - RIGHT
13110	773	349	796	376	0
13111	748	349	771	376	0


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
################### BIG #################
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	150	11222	150	11223	150
501	11111	150	11212	150	11213	150

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

# GRABBING IDLE LEFT & RIGHT
100	11700	100
110	11710	100

# GRABBING WALKING LEFT & RIGHT
200	11700	50	11701	50	11702	50
210	11710	50	11711	50	11712	50

# GRABBING RUNNING LEFT & RIGHT
211	11700	1	11701	1	11702	1
212	11710	1	11711	1	11712	1

# KICKING LEFT & RIGHT
300	11801	100
310	11800	100

# JUMP WHILE GRABBING LEFT & RIGHTs
220	11702	100
230	11712	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100

#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

# GRABBING IDLE LEFT & RIGHT
1610	12550	100
1611	12560	100

# GRABBING WALKING LEFT & RIGHT
1620	12550	50	12551	50
1621	12560	50	12561	50

# GRABBING RUNNING LEFT & RIGHT
1622	12550	1	12551	1
1623	12560	1	12561	1

# KICKING LEFT & RIGHT
1630	12601	100
1631	12600	100

# JUMP WHILE GRABBING LEFT & RIGHTs
1640	12501	100
1641	12511	100

############### TRANSITION ###############
