# Some setting properties
[CAMERA_BOUNDARIES]
# left	bottom	right
0	462	2816
# list of object assets to load in this scene
[ASSETS]
platform.txt
mario.txt
decorated.txt
pipe.txt
brick.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# DECORATED
6	16	368	60000
6	16	384	60002
6	16	400	60002
6	32	352	60000
6	32	368	60006
6	32	400	60004
6	32	384	60005
6	48	352	60001
6	48	368	60003
6	48	384	60006
6	48	400	60004
6	64	368	60000
6	64	384	60004
6	64	400	60004
6	80	368	60001
6	80	384	60003
6	80	400	60005
6	96	368	60000
6	96	384	60002
6	96	400	60006
6	112	368	60001
6	112	384	60005
6	112	400	60004
6	128	384	60001
6	128	400	60003
6	160	400	60007
6	176	400	60007
6	192	400	60007
6	240	368	60008
6	256	368	60009
6	272	368	60010
6	240	384	60011
6	256	384	60012
6	272	384	60013
6	240	400	60014
6	256	400	60015
6	272	400	60016
6	272	336	60017
6	288	336	60018
6	304	336	60019
6	272	352	60020
6	288	352	60021
6	304	352	60022
6	288	368	60021
6	288	368	60044
6	288	384	60021
6	288	384	60045
6	304	368	60022
6	304	384	60022
6	288	400	60024
6	288	400	60045
6	304	400	60025
6	320	336	60044
6	320	352	60045
6	320	368	60045
6	320	384	60045
6	320	400	60045
6	400	368	60035
6	416	368	60036
6	432	368	60036
6	448	368	60036
6	464	368	60037
6	400	384	60038
6	416	384	60039
6	432	384	60039
6	448	384	60039
6	464	384	60040
6	400	400	60041
6	416	400	60042
6	432	400	60042
6	448	400	60042
6	464	400	60043
6	464	336	60008
6	480	336	60009
6	496	336	60009
6	512	336	60010
6	464	352	60011
6	480	352	60012
6	496	352	60012
6	512	352	60013
6	480	368	60012
6	496	368	60012
6	512	368	60013
6	480	384	60012
6	496	384	60012
6	480	400	60015
6	496	400	60015
6	480	368	60044
6	480	384	60045
6	480	400	60045
6	512	384	60035
6	528	384	60036
6	544	384	60036
6	560	384	60036
6	576	384	60036
6	592	384	60037
6	512	400	60041
6	528	400	60042
6	544	400	60042
6	560	400	60042
6	576	400	60042
6	592	400	60043
6	608	384	60044
6	608	400	60045
6	512	304	60026
6	528	304	60027
6	544	304	60027
6	560	304	60028
6	512	320	60029
6	528	320	60030
6	544	320	60030
6	560	320	60031
6	528	336	60030
6	544	336	60030
6	560	336	60031
6	528	352	60030
6	544	352	60030
6	560	352	60031
6	528	368	60030
6	544	368	60030
6	560	368	60031
6	576	304	60044
6	576	320	60045
6	576	336	60045
6	576	352	60045
6	576	368	60045
6	528	336	60044
6	528	352	60045
6	528	368	60045
6	672	384	60007
6	688	384	60007
6	704	384	60007
6	720	384	60007
6	736	384	60007
6	752	384	60007
6	816	384	60000
6	832	384	60006
6	848	384	60004
6	864	384	60004
6	880	384	60004
6	896	384	60004
6	912	384	60004
6	928	384	60003
6	944	384	60000
6	960	384	60006
6	976	384	60004
6	992	384	60003
6	832	368	60002
6	848	368	60005
6	864	368	60006
6	880	368	60005
6	896	368	60006
6	912	368	60004
6	928	368	60003
6	960	368	60002
6	976	368	60005
6	992	368	60001
6	832	352	60000
6	848	352	60001
6	864	352	60000
6	880	352	60006
6	896	352	60003
6	912	352	60000
6	928	352	60001
6	960	352	60000
6	976	352	60001
6	880	336	60000
6	896	336	60001
6	1040	384	60007
6	1056	384	60007
6	1184	400	60007
6	1200	400	60007
6	1216	400	60007
6	1264	384	60035
6	1280	384	60036
6	1296	384	60036
6	1312	384	60036
6	1328	384	60036
6	1344	384	60036
6	1360	384	60037
6	1264	400	60041
6	1280	400	60042
6	1296	400	60042
6	1312	400	60042
6	1328	400	60042
6	1344	400	60042
6	1360	400	60043
6	1296	352	60008
6	1312	352	60009
6	1328	352	60009
6	1344	352	60009
6	1360	352	60009
6	1376	352	60009
6	1392	352	60010
6	1296	368	60011
6	1312	368	60012
6	1328	368	60012
6	1344	368	60012
6	1360	368	60012
6	1376	368	60012
6	1392	368	60013
6	1376	384	60012
6	1392	384	60013
6	1376	400	60015
6	1392	400	60016
6	1376	384	60044
6	1376	400	60045
6	1328	320	60017
6	1344	320	60018
6	1360	320	60018
6	1376	320	60018
6	1392	320	60018
6	1408	320	60018
6	1424	320	60019
6	1328	336	60020
6	1344	336	60021
6	1360	336	60021
6	1376	336	60021
6	1392	336	60021
6	1408	336	60021
6	1424	336	60022
6	1408	352	60021
6	1424	352	60022
6	1408	368	60021
6	1424	368	60022
6	1408	384	60021
6	1424	384	60022
6	1408	400	60024
6	1424	400	60025
6	1408	352	60044
6	1408	368	60045
6	1408	384	60045
6	1408	400	60045
6	1728	400	60007
6	1744	400	60007
6	1760	400	60007
6	1888	400	60000
